First_Published,Advisory,Severity,Summary,Product Names,cvss_base_score
2018-10-03T16:00:00-0700,Cisco Adaptive Security Appliance IPsec VPN Denial of Service Vulnerability,Medium,"<p><p>A vulnerability in the implementation of Traffic Flow Confidentiality (TFC) over IPsec functionality in Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause an affected device to restart unexpectedly, resulting in a denial of service (DoS) condition.</p>
<p>The vulnerability is due to an error that may occur if the affected software renegotiates the encryption key for an IPsec tunnel when certain TFC traffic is in flight. An attacker could exploit this vulnerability by sending a malicious stream of TFC traffic through an established IPsec tunnel on an affected device. A successful exploit could allow the attacker to cause a daemon process on the affected device to crash, which could cause the device to crash and result in a DoS condition.</p></p>
<p>There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-ipsec-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-ipsec-dos</a></p>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",6.8
2018-09-26T16:00:00-0700,Cisco IOS XE Software and Cisco ASA 5500-X Series Adaptive Security Appliance IPsec Denial of Service Vulnerability,High,"<p>A vulnerability in the IPsec driver code of multiple Cisco&nbsp;IOS XE Software platforms and the Cisco&nbsp;ASA 5500-X Series Adaptive Security Appliance (ASA) could allow an unauthenticated, remote attacker to cause the device to reload.</p>
<p>The vulnerability is due to improper processing of malformed IPsec Authentication Header (AH) or Encapsulating Security Payload (ESP) packets. An attacker could exploit this vulnerability by sending malformed IPsec packets to be processed by an affected device. An exploit could allow the attacker to cause a reload of the affected device.</p>
<p>Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180926-ipsec"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180926-ipsec</a></p>
This advisory is part of the September 26, 2018, release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication, which includes 12 Cisco Security Advisories that describe 13 vulnerabilities. For a complete list of the advisories and links to them, see <a href=""http://tools.cisco.com/security/center/viewErp.x?alertId=ERP-69981"">Cisco Event Response: September 2018 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication</a>.","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco ASA with FirePOWER Services ']",8.6
2018-01-29T17:00:00-0800,Cisco Adaptive Security Appliance Remote Code Execution and Denial of Service Vulnerability,Critical,"<strong>Update from February 5, 2018: </strong>After further investigation, Cisco has identified additional attack vectors and features that are affected by this vulnerability. In addition, it was also found that the original fix was incomplete so new fixed code versions are now available. Please see the <a href=""#fixed"">Fixed Software</a> section for more information. <br />
<br />
<hr />
<br />
A vulnerability in the XML parser of Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to cause a reload of the affected system or to remotely execute code. It was also possible that&nbsp; the ASA could stop processing incoming Virtual Private Network (VPN) authentication requests due to a low memory condition.<br />
<br />
The vulnerability is due to an issue with allocating and freeing memory  when processing a malicious XML payload. An attacker could exploit this vulnerability by sending a crafted XML packet to a vulnerable interface on an affected system. An exploit could allow the attacker to execute arbitrary code and obtain full control of the system, cause a reload of the affected device or stop processing of incoming VPN authentication requests.<br />
<br />
To be vulnerable the ASA must have Secure Socket Layer (SSL) services or IKEv2 Remote Access VPN services enabled on an interface. The risk of the vulnerability being exploited also depends on the accessibility of the interface to the attacker. For a comprehensive list of vulnerable ASA features please refer to the table in the  <a href=""#vulnerable"">Vulnerable Products</a> section.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address all the features that are affected by this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180129-asa1"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180129-asa1</a>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",10.0
2018-04-18T16:00:00-0700,Cisco Adaptive Security Appliance Virtual Private Network SSL Client Certificate Bypass Vulnerability,High,"A vulnerability in the Secure Sockets Layer (SSL) Virtual Private Network (VPN) Client Certificate Authentication feature for Cisco Adaptive Security Appliance (ASA) could allow an unauthenticated, remote attacker to establish an SSL VPN connection and bypass certain SSL certificate verification steps.<br />
<br />
The vulnerability is due to incorrect verification of the SSL Client Certificate. An attacker could exploit this vulnerability by connecting to the ASA VPN without a proper private key and certificate pair. A successful exploit could allow the attacker to establish an SSL VPN connection to the ASA when the connection should have been rejected.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. <br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa1"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa1</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],7.5
2015-06-12T16:00:00-0700,Multiple Vulnerabilities in OpenSSL (June 2015) Affecting Cisco Products,High,"On June 11, 2015, the OpenSSL Project released a security advisory detailing six distinct vulnerabilities, and another fix that provides hardening protections against exploits as described in the Logjam research.<br />
<br />
Multiple Cisco products incorporate a version of the OpenSSL package affected by one or more vulnerabilities that could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition or corrupt portions of OpenSSL process memory. <br />
<br />
This advisory will be updated as additional information becomes available.<br />
<br />
Cisco will release software updates that address these vulnerabilities.<br />
<br />
Workarounds that mitigate these vulnerabilities may be available.<br />
<br />
This advisory is available at the following link:<br />
<a href=""http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20150612-openssl"">http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20150612-openssl</a>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco ASA CX Context-Aware Security Software ']",7.8
2018-04-18T16:00:00-0700,Cisco Adaptive Security Appliance Flow Creation Denial of Service Vulnerability,High,"A vulnerability in the ingress flow creation functionality of Cisco Adaptive Security Appliance (ASA) could allow an unauthenticated, remote attacker to cause the CPU to increase upwards of 100 percent utilization, causing a denial of service (DoS) condition on an affected system. <br />
<br />
The vulnerability is due to incorrect handling of an internal software lock that could prevent other system processes from getting CPU cycles, causing a high CPU condition. An attacker could exploit this vulnerability by sending a steady stream of malicious IP packets that can cause connections to be created on the targeted device. A successful exploit could allow the attacker to exhaust CPU resources, resulting in a DoS condition during which traffic through the device could be delayed. This vulnerability applies to either IPv4 or IPv6 ingress traffic either to or across an affected device.<br />
<br />
Cisco has released software updates that address this vulnerability. There are workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa2"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa2</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.6
2018-04-18T16:00:00-0700,Cisco Adaptive Security Appliance WebVPN Cross-Site Scripting Vulnerability,Medium,"A vulnerability in the <strong>Login</strong> screen of the Clientless SSL VPN (WebVPN) portal of Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device.<br />
<br />
The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive browser-based information.<br />
<br />
There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asawvpn"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asawvpn</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],6.1
2018-04-18T16:00:00-0700,Cisco Adaptive Security Appliance TLS Denial of Service Vulnerability,High,"A vulnerability in the Transport Layer Security (TLS) library of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to trigger a reload of the affected device, resulting in a denial of service (DoS) condition.<br />
<br />
The vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by sending a malicious TLS message to an interface enabled for Secure Layer Socket (SSL) services on an affected device. Messages using SSL Version 3 (SSLv3) or SSL Version 2 (SSLv2) cannot be be used to exploit this vulnerability. An exploit could allow the attacker to cause a buffer underflow, triggering a crash on an affected device.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa3"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa3</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.6
2018-04-18T16:00:00-0700,Cisco Adaptive Security Appliance Application Layer Protocol Inspection Denial of Service Vulnerabilities,High,"Multiple vulnerabilities in the Application Layer Protocol Inspection feature of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to trigger a reload of an affected device, resulting in a denial of service (DoS) condition.<br />
<br />
The vulnerabilities are due to logical errors during traffic inspection. An attacker could exploit these vulnerabilities by sending a high volume of malicious traffic across an affected device. An exploit could allow the attacker to cause a deadlock condition, resulting in a reload of an affected device.<br />
<br />
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa_inspect"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asa_inspect</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.6
2018-04-18T16:00:00-0700,Cisco Adaptive Security Appliance Clientless SSL VPN Cross-Site Scripting Vulnerability,Medium,"A vulnerability in the <strong>Web Server Authentication Required</strong> screen of the Clientless Secure Sockets Layer (SSL) VPN portal of Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of that portal on an affected device.<br />
<br />
The vulnerability is due to insufficient validation of user-supplied input by the web-based interface of an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the portal or allow the attacker to access sensitive browser-based information.<br />
<br />
There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asawvpn2"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asawvpn2</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],6.1
2017-10-16T14:00:00-0700,Multiple Vulnerabilities in Wi-Fi Protected Access and Wi-Fi Protected Access II,High,"On October 16, 2017, a research paper with the title &ldquo;Key Reinstallation Attacks: Forcing Nonce Reuse in WPA2&rdquo; was made publicly available. This paper discusses seven vulnerabilities affecting session key negotiation in both the Wi-Fi Protected Access (WPA) and the Wi-Fi Protected Access II (WPA2) protocols. These vulnerabilities may allow the reinstallation of a pairwise transient key, a group key, or an integrity key on either a wireless client or a wireless access point. Additional research also led to the discovery of three additional vulnerabilities (not discussed in the original paper) affecting wireless supplicant supporting either the 802.11z (Extensions to Direct-Link Setup) standard or the 802.11v (Wireless Network Management) standard. The three additional vulnerabilities could also allow the reinstallation of a pairwise key, group key, or integrity group key. <br />
<br />
Among these ten vulnerabilities, only one (CVE-2017-13082) may affect components of the wireless infrastructure (for example, Access Points), while the other nine vulnerabilities may affect only client devices.
<br />
<br />
Multiple Cisco wireless products are affected by these vulnerabilities. <br />
<br />
Cisco will release software updates that address these vulnerabilities. There are workarounds that addresses the vulnerabilities in CVE-2017-13077, CVE-2017-13078, CVE-2017-13079, CVE-2017-13080, CVE-2017-13081, and CVE-2017-13082. There are no workarounds for CVE-2017-13086, CVE-2017-13087, and CVE-2017-13088.
<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171016-wpa"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171016-wpa</a><br />","[u'Cisco ASA with FirePOWER Services ', u'Cisco FirePOWER Services Software for ASA ']",4.3
2017-10-04T16:00:00-0700,Cisco Adaptive Security Appliance Software Direct Authentication Denial of Service Vulnerability,High,"A vulnerability in the implementation of the direct authentication feature in Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to cause an affected device to unexpectedly reload, resulting in a denial of service (DoS) condition.<br />
<br />
The vulnerability is due to incomplete input validation of the HTTP header. An attacker could exploit this vulnerability by sending a crafted HTTP request to the local IP address of an affected device. A successful exploit could allow the attacker to cause the affected device to reload.<br />
<br />
<strong>Note:</strong> Only traffic directed to the affected system can be used to exploit this vulnerability. This vulnerability affects systems that have the direct authentication feature enabled. This vulnerability can be triggered by IPv4 or IPv6 traffic.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.
<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171004-asa"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171004-asa</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.6
2017-10-04T16:00:00-0700,Cisco Adaptive Security Appliance Software HREF Cross-Site Scripting Vulnerability,Medium,"A vulnerability in the web-based management interface of Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device.<br />
<br />
The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive browser-based information.<br />
<br />
Additional information about XSS attacks and potential mitigations can be found at:<br />
<ul>
    <li>
    <a href=""https://tools.cisco.com/security/center/content/CiscoAppliedMitigationBulletin/cisco-amb-20060922-understanding-xss"">https://tools.cisco.com/security/center/content/CiscoAppliedMitigationBulletin/cisco-amb-20060922-understanding-xss</a></li>
    <li><a href=""https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)"">https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)</a></li>
</ul>
<p>There are no workarounds that address this vulnerability.</p>
This advisory is available at the following link: <br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171004-asa1"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171004-asa1</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],6.1
2017-07-27T16:00:00-0700,Multiple Cisco Products OSPF LSA Manipulation Vulnerability,Medium,"Multiple Cisco products are affected by a vulnerability involving the Open Shortest Path First (OSPF) Routing Protocol Link State Advertisement (LSA) database. This vulnerability could allow an unauthenticated, remote attacker to take full control of the OSPF Autonomous System (AS) domain routing table, allowing the attacker to intercept or black-hole traffic.<br />
<br />
The attacker could exploit this vulnerability by injecting crafted OSPF packets. Successful exploitation could cause the targeted router to flush its routing table and propagate the crafted OSPF LSA type 1 update throughout the OSPF AS domain.<br />
<br />
To exploit this vulnerability, an attacker must accurately determine certain parameters within the LSA database on the target router. This vulnerability can only be triggered by sending crafted unicast or multicast OSPF LSA type 1 packets. No other LSA type packets can trigger this vulnerability.<br />
<br />
The Fabric Shortest Path First (FSPF) protocol is not affected by this vulnerability.<br /><br />
Workarounds that address this vulnerability are available.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170727-ospf"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170727-ospf</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],4.2
2017-08-02T16:00:00-0700,Cisco Adaptive Security Appliance Authenticated Cross-Site Scripting Vulnerability,Medium,"A vulnerability in the web-based management interface of Cisco&nbsp;Adaptive Security Appliance&nbsp;(ASA) could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device.<br />
<br />
The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive browser-based information.<br />
<br />
Additional information about XSS attacks and potential mitigations can be found at:
<ul>
    <li><a href=""https://tools.cisco.com/security/center/content/CiscoAppliedMitigationBulletin/cisco-amb-20060922-understanding-xss"">https://tools.cisco.com/security/center/content/CiscoAppliedMitigationBulletin/cisco-amb-20060922-understanding-xss</a></li>
    <li><a href=""https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)"">https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)</a></li>
</ul>
There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170802-asa"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170802-asa</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],5.4
2017-08-02T16:00:00-0700,Cisco Adaptive Security Appliance WebVPN Cross-Site Scripting Vulnerability,Medium,"A vulnerability in the web-based management interface of Cisco&nbsp;Adaptive Security Appliance&nbsp;(ASA) could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device.<br />
<br />
The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive browser-based information.<br />
<br />
Additional information about XSS attacks and potential mitigations can be found at:<br />
<ul>
    <li><a href=""https://tools.cisco.com/security/center/content/CiscoAppliedMitigationBulletin/cisco-amb-20060922-understanding-xss"">https://tools.cisco.com/security/center/content/CiscoAppliedMitigationBulletin/cisco-amb-20060922-understanding-xss</a></li>
    <li><a href=""https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)"">https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)</a></li>
</ul>
There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170802-asa1"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170802-asa1</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],6.1
2017-08-02T16:00:00-0700,Cisco Adaptive Security Appliance Username Enumeration Information Disclosure Vulnerability,Medium,"A vulnerability in the web interface of the Cisco Adaptive Security Appliance (ASA) could allow an unauthenticated, remote attacker to determine valid usernames. The attacker could use this information to conduct additional reconnaissance attacks.<br />
<br />
The vulnerability is due to the interaction between Lightweight Directory Access Protocol (LDAP) and SSL Connection Profile when they are configured together. An attacker could exploit the vulnerability by performing a username enumeration attack to the IP address of the device. An exploit could allow the attacker to determine valid usernames.<br />
<br />
There are workarounds that address this vulnerability. <br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170802-asa2"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170802-asa2</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],5.3
2017-04-19T16:00:00-0700,Cisco ASA Software DNS Denial of Service Vulnerability,High,"A vulnerability in the DNS code of Cisco&nbsp;ASA Software could allow an unauthenticated, remote attacker to cause an affected device to reload or corrupt the information present in the device's local
DNS cache.<br />
<br />
The vulnerability is due to a flaw in handling crafted DNS response
messages. An attacker could exploit this vulnerability by triggering a DNS request from the Cisco&nbsp;ASA Software and replying with a crafted response. A successful exploit
could cause the device to reload, resulting in a denial of service
(DoS) condition or corruption of the local DNS cache information.<br />
<br />
<strong>Note:</strong> Only traffic directed to the affected device can
be used to exploit this vulnerability. This vulnerability affects Cisco&nbsp;ASA Software configured in routed or transparent firewall mode and
single or multiple context mode. This vulnerability can be triggered by
IPv4 and IPv6 traffic.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-dns"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-dns</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.1
2017-04-19T16:00:00-0700,Cisco ASA Software IPsec Denial of Service Vulnerability,High,"A vulnerability in the IPsec code of Cisco&nbsp;ASA Software could allow an authenticated, remote attacker to cause a reload
of the affected system.<br />
<br />
The vulnerability is due to improper
parsing of malformed IPsec packets. An attacker could exploit this
vulnerability by sending malformed IPsec packets to the affected system.<br />
<br />
<strong>Note:</strong> Only traffic directed to the affected system can
be used to exploit this vulnerability. This vulnerability affects
systems configured in routed firewall mode only and in single or
multiple context mode. This vulnerability can be triggered by IPv4 and
IPv6 traffic. An attacker needs to establish a valid IPsec tunnel before exploiting this vulnerability.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-ipsec"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-ipsec</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],7.7
2017-04-19T16:00:00-0700,Cisco ASA Software and Cisco FTD Software TCP Normalizer Denial of Service Vulnerability,Medium,"A vulnerability in the TCP normalizer of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause Cisco ASA and FTD to drop any further incoming traffic on all interfaces, resulting in a denial of service (DoS) condition.<br />
<br />
The vulnerability is due to improper limitation of the global out-of-order TCP queue for specific block sizes. An attacker could exploit this vulnerability by sending a large number of unique permitted TCP connections with out-of-order segments. An exploit could allow the attacker to exhaust available blocks in the global out-of-order TCP queue, causing the dropping of any further incoming traffic on all interfaces and resulting in a DoS condition.<br />
<br />
There are no workarounds that address this vulnerability.
<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-norm"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-norm</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],4.0
2017-04-19T16:00:00-0700,Cisco ASA Software SSL/TLS Denial of Service Vulnerability,High,"A vulnerability in the Secure Sockets Layer (SSL) and Transport Layer Security (TLS)  code  of Cisco&nbsp;ASA Software could allow
an unauthenticated, remote attacker to cause a reload of the affected
system.<br />
<br />
The vulnerability is due to improper parsing of crafted
SSL or TLS packets. An attacker could exploit this vulnerability by
sending a crafted packet to the affected system.<br />
<br />
<strong>Note:</strong> Only traffic directed to the affected system can
be used to exploit this vulnerability. This vulnerability affects
systems configured in routed and transparent firewall mode and in single or
multiple context mode. This vulnerability can be triggered by IPv4 and
IPv6 traffic. A valid SSL or TLS session is needed to exploit this vulnerability.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-tls"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-tls</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.6
2017-04-19T16:00:00-0700,Cisco ASA Software Internet Key Exchange Version 1 XAUTH Denial of Service Vulnerability,High,"A vulnerability in the Internet Key Exchange Version 1 (IKEv1) XAUTH code of Cisco&nbsp;ASA Software could allow
an authenticated, remote attacker to cause a reload of an affected
system.<br />
<br />
The vulnerability is due to insufficient validation of
the IKEv1 XAUTH parameters passed during an IKEv1 negotiation. An attacker
could exploit this vulnerability by sending crafted parameters.<br />
<br />
<strong>Note:</strong> Only traffic directed to the affected system can
be used to exploit this vulnerability. This vulnerability only affects
systems configured in routed firewall mode and in single or
multiple context mode. This vulnerability can be triggered by IPv4 or
IPv6 traffic. A valid IKEv1 Phase 1 needs to be established to exploit this vulnerability, which means that an attacker would need to have knowledge of a pre-shared key or have a valid certificate for phase 1 authentication.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-xauth"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170419-asa-xauth</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],7.7
2017-04-05T16:00:00-0700,Cisco Firepower Detection Engine SSL Denial of Service Vulnerability,Medium,"A vulnerability in the detection engine that handles Secure Sockets Layer (SSL) packets for Cisco&nbsp;Firepower System Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition because the Snort process unexpectedly restarts.<br />
<br />
The vulnerability is due to improper error handling of an SSL packet in an established SSL connection. An attacker could exploit this vulnerability by sending a crafted SSL packet stream to the detection engine on the targeted device. An exploit could allow the attacker to cause a DoS condition if the Snort process restarts, causing traffic inspection to be bypassed or traffic to be dropped.<br />
<br />
There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170405-cfpw1"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170405-cfpw1</a>","[u'Cisco Firepower Threat Defense Software ', u'Cisco FirePOWER Services Software for ASA ']",6.8
2017-03-15T16:00:00-0700,Cisco Adaptive Security Appliance BGP Bidirectional Forwarding Detection ACL Bypass Vulnerability,Medium,"A vulnerability in the Border Gateway Protocol (BGP) Bidirectional Forwarding Detection (BFD) implementation of Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to bypass the access control list (ACL) for specific TCP and UDP traffic.<br />
<br />
The vulnerability occurs because the BFD implementation incorrectly allows traffic with destination ports 3784 and 3785 through the interface ACLs. An attacker could exploit this vulnerability by sending TCP or UDP packets with a destination port of 3784 or 3785 through the ASA.<br />
<br />
Workarounds that address this vulnerability are available.
<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170315-asa"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170315-asa</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],5.8
